CSD Refcode,largest_cavity_diameter,pore_limitinig_diameter,largest_included_sphere_along_free_sphere_path,Unitcell_volume,Density_g/cm3,ASA_m^2/cm^3,ASA_m^2/g,NASA_m^2/cm^3,NASA_m^2/g,POAV_A^3,POAV_Volume_fraction,POAV_cm^3/g,PONAV_A^3,PONAV_Volume_fraction,PONAV_cm^3/g
BIXZIT,2.67117,1.33445,2.67117,6972.52,2.14145,0.0,0.0,0.0523388,0.0244409,0.0,0.0,0.0,0.0,0.0,0.0
BIYNAA,2.65686,1.31028,2.51826,6935.67,2.13534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIFTOD,1.74841,1.26375,1.74841,864.826,2.03275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EDAKIE,1.99186,1.20373,1.64121,718.215,1.75892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAFMAD01,2.00038,1.23711,1.84728,521.145,1.69667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUPQUA,1.71789,0.8607,1.61645,1049.46,1.50494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAPWOL,1.57126,0.52612,1.57126,446.287,1.70475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUTCUQ,1.53541,0.9445,1.40136,1054.69,1.81572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CONWOS,2.31071,1.32663,2.31071,861.868,1.45853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEFGEB,2.20962,1.21077,2.20526,1103.31,1.40415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOKPAV,2.49364,1.26525,2.48617,2333.17,1.52728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BASVIB,5.37985,1.6898,5.37243,5213.49,1.12514,0.0,0.0,824.332,732.651,0.0,0.0,0.0,984.307,0.1888,0.167802
GENGEL,2.86631,1.1287,2.86631,1335.91,1.93618,0.0,0.0,46.4505,23.9908,0.0,0.0,0.0,29.8709,0.02236,0.0115485
KEHWAY03,2.12116,0.82057,2.11057,1367.16,1.76004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOYDIJ,1.92106,0.97563,1.55846,954.297,1.84555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IDEDAY,1.91822,0.70732,1.88025,1217.01,1.98899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAHQUE,3.46345,2.13508,3.2943,3837.64,1.54319,0.0,0.0,191.609,124.164,0.0,0.0,0.0,251.519,0.06554,0.0424704
HILTEB,2.39221,1.39621,2.39221,973.879,1.20551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUZNOH,1.8495,0.99616,1.8495,526.121,1.81999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IWOKUA,1.76274,0.85776,1.75534,1343.84,1.71157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUTXIG,2.40205,1.56472,2.0752,2392.56,1.84092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITADAL,1.7488,1.06471,1.71507,406.486,1.60338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUTDUX,2.67888,1.46211,2.6602,4020.1,1.09885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GIFXEA,2.28091,0.99148,2.26793,883.446,1.49771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAZHEZ,2.3766,1.42925,2.36819,2020.94,1.70115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOKNOO,5.80037,5.43387,5.80037,2897.34,1.51679,1165.17,768.183,0.0,0.0,740.328,0.25552,0.168461,0.0,0.0,0.0
GAZKOJ,2.87032,1.05687,2.86159,3591.98,1.49729,0.0,0.0,8.44365,5.63927,0.0,0.0,0.0,0.0,0.0,0.0
JEHPAO,2.19397,1.19401,2.19397,2913.1,1.67089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JUJLOS,2.58582,0.69715,2.58582,878.368,2.38184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAHQOY,3.32919,2.03268,3.32228,3803.02,1.55387,0.0,0.0,158.588,102.06,0.0,0.0,0.0,223.161,0.05868,0.0377637
GAHQEO,3.47058,2.1017,3.25684,3837.83,1.51882,0.0,0.0,170.406,112.197,0.0,0.0,0.0,235.797,0.06144,0.0404525
KEHWAY,1.98881,0.79404,1.78224,1347.08,1.78629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JEFVIA,1.80503,0.7346,1.71196,1507.17,1.86968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEHWEC,1.92294,0.78411,1.81308,1342.07,1.79296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HODCAH,1.98844,0.97946,1.81841,2299.31,1.65726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEHWAY02,2.06242,0.80724,1.97345,1358.34,1.77148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KDGLUC01,1.27563,0.68437,1.23917,442.956,1.8611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JUDWAI,2.04038,1.08398,2.04038,1267.7,1.72223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUDJEW,1.57163,0.93501,1.52176,2579.22,2.08335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFUKIE,2.33699,1.17709,2.33699,2163.56,1.58582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUNSAJ,1.61606,1.00381,1.52553,3475.55,1.7258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOFLEX,1.89228,0.74254,1.80864,450.341,2.29794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFIBAB,2.09084,1.53692,2.08951,761.364,2.16631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAHQIS,3.48967,2.11358,3.42084,3834.99,1.53178,0.0,0.0,188.17,122.844,0.0,0.0,0.0,239.841,0.06254,0.0408284
KEHWAY01,1.94146,0.79675,1.89324,1345.59,1.78826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAMYED,2.15547,0.75699,2.15547,1125.62,1.65392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FUMJIJ,1.87482,1.17546,1.86924,2660.14,1.86461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IQAYIL01,1.26792,0.18874,1.25608,492.533,1.9706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JAHKAH,2.31971,1.26521,1.75896,2503.38,1.41181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAHQAK,3.41452,2.13593,3.2622,3830.83,1.52519,0.0,0.0,147.047,96.4125,0.0,0.0,0.0,218.434,0.05702,0.0373855
GIFKAI,2.27944,0.96245,2.02504,1335.37,1.51871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FUBTUU,3.32885,1.42213,3.32282,4905.29,1.72692,0.0,0.0,67.3828,39.019,0.0,0.0,0.0,121.062,0.02468,0.0142913
GEBCAT,4.03535,3.58726,4.03535,5232.91,1.59964,1664.76,1040.71,0.0,0.0,1517.65,0.29002,0.181303,0.0,0.0,0.0
KEKXEF,1.6208,0.85753,1.56553,978.875,2.44486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ODAJEI,2.59602,1.48934,2.42848,2059.6,1.87568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHPHAL13,2.24296,1.13568,1.55326,827.576,1.63909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHPHAL12,2.20623,1.05338,1.49956,813.336,1.66779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUVFUH,1.56863,0.82435,1.52158,1813.35,1.96903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAHXEZ,2.11453,1.17596,2.03371,1220.31,1.61587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHPHAL07,2.27634,1.19675,2.23846,831.468,1.63142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KNATAR22,1.54933,0.70734,1.52743,1057.61,1.77243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OGALAK,1.67362,0.65087,1.65915,678.888,1.8999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MABBEZ,1.23733,0.59047,1.23442,472.585,2.03997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHPHAL03,2.2655,1.1294,2.22693,830.272,1.63377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLEXIM,2.82527,1.20171,2.80626,3435.53,1.22369,0.0,0.0,14.6188,11.9465,0.0,0.0,0.0,10.3753,0.00302,0.00246794
KOFSOP,3.07406,0.77471,3.05994,3557.73,2.01922,0.0,0.0,87.5898,43.3781,0.0,0.0,0.0,95.9875,0.02698,0.0133616
NAYFIE,2.23358,1.21009,2.22577,5823.83,1.41356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHPHAL06,2.18306,1.04876,2.15005,810.686,1.67324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHPHAL04,2.18819,0.95616,2.16637,807.137,1.6806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUMSAP,2.09631,1.4857,2.09631,1718.41,1.11537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KNATAR24,1.548,0.64308,1.50148,1033.91,1.81306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEPMAY,2.66743,2.01871,2.66743,1152.8,1.69555,0.0,0.0,0.316562,0.186702,0.0,0.0,0.0,0.0,0.0,0.0
OBAWAS,1.66763,0.90303,1.52291,608.59,1.6773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NIYNAK,2.46829,1.44399,2.46344,5588.07,1.06458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NENVOU,2.07397,0.98897,1.78423,914.522,1.74768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEMFEP,2.21494,1.27341,2.12028,2355.15,1.63483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUMNOX,2.17735,0.96225,2.17735,825.655,1.55458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOMVIT,1.213,0.35078,1.213,3384.6,3.76137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAYFEA,2.77434,1.23042,2.77434,2937.06,1.33588,0.0,0.0,3.89424,2.9151,0.0,0.0,0.0,8.75243,0.00298,0.00223073
MIJJAS,2.55107,1.21743,2.52761,4720.14,1.64152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHPHAL08,2.25311,1.14275,2.22064,825.007,1.6442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUPHAF,2.22405,1.12849,1.8001,3337.73,1.43059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KNATAR23,1.55102,0.63761,1.53337,1034.07,1.81279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIJLAQ,2.42011,1.28955,2.13674,1320.55,2.15938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHPHAL02,2.21414,1.05072,2.19208,818.612,1.65704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LATCEQ,2.4904,1.35601,2.39487,4280.28,1.41697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KNATDL02,1.828,0.85762,1.67029,532.879,1.75888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OGALAK01,1.68082,0.66372,1.66847,682.549,1.88971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NIKTAE,1.97437,0.74155,1.90358,1247.91,1.91055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NIYMUD,2.6134,1.441,2.49485,4184.75,1.10033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OMUJEM,2.70647,1.40646,2.69696,2106.96,1.37598,0.0,0.0,0.964794,0.701168,0.0,0.0,0.0,0.0,0.0,0.0
NEFJOA,0.97694,0.36769,0.96764,487.046,2.00298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHPHAL05,2.20549,1.00944,2.19485,813.106,1.66826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NIZFAG,3.95788,3.43915,3.9554,2826.55,1.3401,1321.73,986.289,0.0,0.0,707.429,0.25028,0.186762,0.0,0.0,0.0
SISPAO,2.2955,1.5571,2.15227,997.592,1.58625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QIQFUT,1.2866,0.17574,0.67072,1380.52,2.54331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PONRUH,1.64531,0.77705,1.64279,461.228,1.94629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QIJNOO,4.10617,3.34931,3.93142,2066.31,1.55094,1109.3,715.245,0.0,0.0,433.14,0.20962,0.135157,0.0,0.0,0.0
OVABUL,1.71319,1.17562,1.71101,960.662,1.59203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PICYAE01,3.74155,1.02975,3.69149,3139.71,1.84444,0.0,0.0,317.829,172.317,0.0,0.0,0.0,285.337,0.09088,0.0492723
TAJLUN,1.14576,0.47901,1.14576,3466.12,3.25669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAFSOJ,2.61388,1.03734,1.83954,1457.96,1.46588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QOSZOO,2.62382,1.43928,2.50277,2085.98,1.61323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RUQROK,1.94231,1.12282,1.90386,2911.11,1.95474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OYEYEZ,2.84546,1.05098,2.75143,2425.01,1.7482,0.0,0.0,6.44861,3.68872,0.0,0.0,0.0,0.0,0.0,0.0
POMTOC,1.71872,1.10584,1.71286,1426.26,1.85009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OWUVOS,8.65846,7.98224,8.65487,1867.06,0.747896,1781.29,2381.73,0.0,0.0,1074.75,0.57564,0.769679,0.0,0.0,0.0
OPOKIO,2.52176,1.18354,2.28402,2157.0,1.56492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PABRIW,1.8201,0.94601,1.80766,1305.76,1.9092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROSJUG,1.74765,0.67481,1.7251,5341.21,2.00342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QACGAF,2.07107,1.30515,2.05052,3438.45,1.55983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIBDAI,2.39109,1.38345,2.38349,1894.39,1.6494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAKYIL,2.00648,1.07106,2.0041,736.751,1.80539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QACGIN,1.87467,1.26879,1.86497,2349.07,1.64025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OQOHIN,1.89027,0.88744,1.65887,1585.69,2.46447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QIVXIF,1.73654,0.47468,1.33679,1140.79,2.31359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QACCOO,1.5365,0.78781,1.53407,268.491,1.85742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QOYGOA,1.82343,0.64552,1.82069,1083.38,1.73681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEDZIK,1.71872,1.10584,1.71286,1426.26,1.85009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAZZUS,1.54326,1.11931,1.52779,325.614,2.11356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAJFIP,1.79527,0.88894,1.69019,1297.25,1.51721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUYGEW,2.02958,1.09817,1.89957,1021.67,1.77253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QACGOT,2.25565,1.27197,2.25232,1413.61,2.00575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OVACAS,1.48131,0.78037,1.4648,1543.48,1.67166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RISZEB,2.47811,0.97981,2.43844,1024.89,1.61185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OQUWOO,2.1969,0.87018,2.19102,1173.44,2.25821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TELMOO01,1.47067,0.94223,1.47067,634.618,1.69213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZENFAC,2.06222,0.98252,2.06222,2379.19,1.83443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WIRFUY,2.82902,1.00678,2.82902,3860.66,1.6835,0.0,0.0,11.1737,6.6372,0.0,0.0,0.0,14.6705,0.0038,0.0022572
ZZZEJE01,2.34463,1.20823,2.34463,1706.38,1.79223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XOWTAF,2.17266,0.76171,2.15465,1633.48,1.74192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TIZKUK,4.37725,2.11994,4.37725,5044.64,1.58174,0.0,0.0,564.926,357.156,0.0,0.0,0.0,656.308,0.1301,0.0822514
VIXKEV,2.04749,1.14714,1.93128,1183.71,1.31471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UTALOT,4.51156,2.96285,4.51156,4487.46,1.20146,605.07,503.611,0.0,0.0,556.893,0.1241,0.103291,0.0,0.0,0.0
ZZZRZW13,1.64514,0.49663,1.64514,633.021,1.97449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UXIMOG,0.9474,0.52799,0.9259,1068.22,2.02916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XIPKEO,2.75323,1.56427,2.69514,5945.79,2.39366,0.0,0.0,4.27974,1.78795,0.0,0.0,0.0,0.0,0.0,0.0
UDOHIH,1.51131,0.69603,1.17423,1340.73,2.83477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIXFAL,1.74548,1.22075,1.72836,701.842,1.61074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XITDEL,1.35657,0.5534,1.33813,719.124,1.7567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XILFAB,2.93612,1.58884,2.93014,2518.28,2.14171,0.0,0.0,15.0445,7.02455,0.0,0.0,0.0,19.29,0.00766,0.00357658
VECTIH,1.18418,0.5718,1.16951,711.097,2.08453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIHNAC,2.45735,0.97639,1.84156,2663.01,2.31917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YATNEO,2.2598,1.9205,2.2598,778.957,1.61357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XOGZOK,4.67169,2.60439,4.6697,3131.11,1.51437,0.0,0.0,626.087,413.431,0.0,0.0,0.0,468.227,0.14954,0.0987474
VIQVID,2.39006,1.17022,1.95721,2078.79,1.67873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VOXKAU,1.59565,0.66096,1.58909,446.195,1.9967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZZZRZW05,1.65001,0.48452,1.63891,631.282,1.97993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UTIXAZ,1.3538,0.87627,1.30987,1966.37,1.89326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZZZRZW06,1.6299,0.45942,1.56951,623.956,2.00318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XAHZAI,1.6059,0.37543,1.59403,630.174,1.98341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XEWLAN,4.39009,1.69314,4.39009,4460.85,1.18728,0.0,0.0,597.795,503.5,0.0,0.0,0.0,614.705,0.1378,0.116064
TIBWEH,1.91306,1.15086,1.88756,1842.74,1.46452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XOWSUY,1.49601,0.63585,1.32936,1450.66,2.03932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VEGPUS,1.77306,1.21939,1.66211,555.808,1.78246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YODPAL,2.27789,1.0169,2.27789,991.714,1.74322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UVOQUU,2.02243,1.46062,2.02243,3600.2,1.99831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOVYEK,2.73671,1.60992,2.73671,902.458,1.53665,0.0,0.0,9.06363,5.8983,0.0,0.0,0.0,0.0,0.0,0.0
XORWUY,2.76821,1.27936,2.76821,1397.37,1.86949,0.0,0.0,4.96199,2.65419,0.0,0.0,0.0,10.3964,0.00744,0.00397969
YAJZIV,4.25607,1.19931,3.95123,3491.51,2.0538,0.0,0.0,593.798,289.122,0.0,0.0,0.0,491.465,0.14076,0.0685364
ZZZRZW14,1.63133,0.46136,1.56768,623.809,2.00365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZZZLZE02,1.24085,0.44395,1.14261,784.852,1.9911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XUQDAO,2.32782,1.32109,2.21756,3062.96,1.28742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YOJFUA,1.60479,0.90209,1.57893,1705.71,2.00633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VOWKIB,1.8671,1.1994,1.8671,387.965,1.78901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WUHDUY,2.72564,1.35453,2.72564,972.915,1.20333,0.0,0.0,1.9282,1.60238,0.0,0.0,0.0,0.0,0.0,0.0
XUMVIM,1.04521,0.46098,0.98202,594.088,2.7199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XIHLOR,2.26276,0.9755,2.26276,534.685,1.84003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIDYUE,1.74676,0.85176,1.61532,1195.26,1.67435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEJNII,1.69285,0.56837,1.27854,1180.87,2.07232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZOZQAI,2.67504,0.75133,2.66205,2026.43,1.86723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZZZRZW16,1.62018,0.46207,1.62018,622.572,2.00763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VENFAW,1.91044,1.06959,1.90895,5047.89,1.39371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UTIXAZ01,1.35896,0.87931,1.32245,1970.13,1.88964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VUDPOA,2.11182,1.36712,2.11182,3195.95,1.38994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZZZEJE02,2.34627,1.16984,2.34627,1707.28,1.79128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USICOQ,2.62532,1.47288,2.40973,2691.3,1.30956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URAVIU,1.88323,0.91415,1.80474,2045.73,1.56664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IJAWIC,2.4439,1.11367,2.4439,398.186,1.61222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUZYOD01,1.52064,0.66291,1.37569,652.516,2.18192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IWIMEH,1.96682,0.88265,1.96682,375.338,1.8876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUTCUT01,1.76525,1.41874,1.75679,1500.27,1.79986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUQZAH,4.41259,2.20542,4.4107,1669.46,1.21542,0.0,0.0,783.774,644.859,0.0,0.0,0.0,302.673,0.1813,0.149167
RAVXAP,34.86059,34.35684,34.86059,51176.3,0.286138,1088.7,3804.81,0.0,0.0,40333.1,0.78812,2.75433,0.0,0.0,0.0
LOTSUL01,3.67517,2.48395,3.65371,733.475,1.3068,0.0,0.0,1030.24,788.369,0.0,0.0,0.0,218.297,0.29762,0.227747
MOYRUP,2.27764,1.14223,2.2763,604.592,1.95626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JIFXOM,2.00641,1.25091,1.99016,767.083,1.80457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIGTUK,1.4986,0.85892,1.32575,523.243,1.83111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOHCAH,2.13298,1.19736,2.11393,682.11,1.52179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAVXIX,53.5766,53.2642,53.5766,77838.6,0.22812,790.828,3466.71,0.0,0.0,64503.3,0.82868,3.63264,0.0,0.0,0.0
